timestamp,temperature_C,cpu_percent,memory_percent,npu_utilization_percent
2026-02-03T13:37:49.557675,55.65,34.6,28.4,26.1
2026-02-03T13:37:51.761012,55.65,41.0,28.4,25.6
2026-02-03T13:37:53.963675,55.65,36.1,28.4,25.4
2026-02-03T13:37:56.166612,55.65,33.9,28.3,26.1
2026-02-03T13:37:58.369854,58.4,45.5,28.3,26.5
2026-02-03T13:38:00.573199,55.65,35.1,28.3,25.5
2026-02-03T13:38:02.775235,55.65,42.6,28.4,26.3
2026-02-03T13:38:04.982392,55.1,32.1,28.4,25.4
2026-02-03T13:38:07.185711,55.65,35.2,28.4,25.3
2026-02-03T13:38:09.389823,54.0,40.4,28.3,25.3
2026-02-03T13:38:11.593503,55.65,34.5,28.3,25.3
2026-02-03T13:38:13.796129,56.75,42.6,28.3,25.6
2026-02-03T13:38:15.999630,55.1,47.8,28.3,25.3
2026-02-03T13:38:18.206950,55.1,52.2,28.3,25.3
2026-02-03T13:38:20.411829,56.75,61.1,28.3,25.6
2026-02-03T13:38:22.614706,56.75,38.6,28.3,25.5
2026-02-03T13:38:24.819559,55.65,41.1,28.3,25.4
2026-02-03T13:38:27.022507,55.65,34.8,28.3,25.3
2026-02-03T13:38:29.226508,55.65,33.4,28.3,25.6
2026-02-03T13:38:31.430731,55.65,41.3,28.3,25.9
2026-02-03T13:38:33.634466,56.2,33.6,28.3,25.5
2026-02-03T13:38:35.837868,56.2,44.0,28.3,25.7
2026-02-03T13:38:38.045434,55.65,33.7,28.3,25.4
2026-02-03T13:38:40.250204,56.75,34.7,28.3,25.7
2026-02-03T13:38:42.453049,55.1,42.2,28.3,25.9
2026-02-03T13:38:44.655899,56.2,33.1,28.3,25.9
2026-02-03T13:38:46.859374,57.3,40.5,28.3,25.6
2026-02-03T13:38:49.068480,55.1,33.8,28.3,25.5
2026-02-03T13:38:51.272803,56.2,47.8,28.3,26.0
2026-02-03T13:38:53.478724,56.2,44.6,28.3,26.1
2026-02-03T13:38:55.682731,55.65,29.8,28.3,26.1
2026-02-03T13:38:57.887054,55.1,40.6,28.3,25.7
2026-02-03T13:39:00.090444,56.2,34.3,28.4,26.0
2026-02-03T13:39:02.294283,56.2,33.1,28.4,26.3
2026-02-03T13:39:04.504573,55.65,41.2,28.3,25.8
2026-02-03T13:39:06.708161,55.65,32.2,28.3,25.6
2026-02-03T13:39:08.916889,55.65,42.5,28.3,26.1
2026-02-03T13:39:11.118774,56.2,33.5,28.3,26.6
2026-02-03T13:39:13.321256,55.65,33.8,28.3,26.1
2026-02-03T13:39:15.523519,56.75,43.7,28.3,26.3
2026-02-03T13:39:17.726770,58.4,32.2,28.3,25.7
2026-02-03T13:39:19.930928,56.75,44.7,28.3,26.3
2026-02-03T13:39:22.133538,55.65,39.3,28.3,26.4
2026-02-03T13:39:24.337121,55.65,37.0,28.3,26.0
2026-02-03T13:39:26.542148,55.65,46.7,28.3,26.6
2026-02-03T13:39:28.747616,55.65,33.3,28.3,26.3
2026-02-03T13:39:30.952065,57.3,49.3,28.3,26.5
2026-02-03T13:39:33.155954,56.2,35.5,28.3,26.4
2026-02-03T13:39:35.358836,56.75,33.2,28.3,25.4
2026-02-03T13:39:37.560885,56.75,44.1,28.3,25.4
2026-02-03T13:39:39.763660,56.75,34.1,28.3,25.4
2026-02-03T13:39:41.968401,57.85,46.6,28.3,26.4
2026-02-03T13:39:44.171632,56.75,35.4,28.3,25.3
2026-02-03T13:39:46.375837,57.85,34.7,28.3,25.3
2026-02-03T13:39:48.578583,57.3,45.1,28.3,26.3
2026-02-03T13:39:50.783544,56.75,33.8,28.3,26.1
2026-02-03T13:39:52.989020,56.75,42.4,28.3,25.6
2026-02-03T13:39:55.193289,57.85,38.1,28.3,25.8
2026-02-03T13:39:57.398125,57.3,44.3,28.3,25.3
2026-02-03T13:39:59.601348,57.3,31.6,28.3,25.7
2026-02-03T13:40:01.806074,57.3,35.0,28.3,25.4
2026-02-03T13:40:04.009826,56.75,40.4,28.3,25.7
2026-02-03T13:40:06.214673,58.4,32.8,28.4,25.2
2026-02-03T13:40:08.419501,57.85,43.6,28.3,25.3
2026-02-03T13:40:10.625841,56.75,32.1,28.3,25.6
2026-02-03T13:40:12.827974,57.3,33.6,28.3,25.3
2026-02-03T13:40:15.032513,56.75,42.9,28.3,26.5
2026-02-03T13:40:17.239864,57.85,36.6,28.4,25.3
2026-02-03T13:40:19.442610,59.5,40.0,28.4,25.6
2026-02-03T13:40:21.646375,58.4,34.8,28.4,26.3
2026-02-03T13:40:23.850298,58.4,34.3,28.3,25.6
2026-02-03T13:40:26.052417,56.75,40.2,28.3,26.4
2026-02-03T13:40:28.254944,57.85,37.1,28.3,25.5
2026-02-03T13:40:30.459539,60.05,41.0,28.3,26.1
2026-02-03T13:40:32.670346,57.3,38.1,28.3,26.1
2026-02-03T13:40:34.874882,57.85,36.5,28.3,25.8
2026-02-03T13:40:37.078274,57.85,45.4,28.3,27.5
2026-02-03T13:40:39.280737,58.4,32.6,28.3,26.1
2026-02-03T13:40:41.483968,59.5,46.5,28.4,26.0
2026-02-03T13:40:43.691145,58.4,65.9,28.3,25.7
2026-02-03T13:40:45.898401,56.75,41.1,28.3,25.5
2026-02-03T13:40:48.106198,58.4,47.0,28.3,26.7
2026-02-03T13:40:50.310496,59.5,36.9,28.3,26.4
2026-02-03T13:40:52.514375,57.85,51.6,28.3,26.9
2026-02-03T13:40:54.718816,56.75,39.1,28.3,26.1
2026-02-03T13:40:56.924525,57.3,35.2,28.4,26.1
2026-02-03T13:40:59.128687,58.95,42.2,28.3,26.0
2026-02-03T13:41:01.332245,58.4,37.0,28.3,26.3
2026-02-03T13:41:03.535446,58.4,46.0,28.3,25.9
2026-02-03T13:41:05.738242,57.85,34.9,28.3,25.8
2026-02-03T13:41:07.943471,57.3,33.1,28.4,26.0
2026-02-03T13:41:10.146854,57.3,45.0,28.3,26.1
2026-02-03T13:41:12.352480,57.3,38.9,28.3,26.1
2026-02-03T13:41:14.555892,58.4,49.2,28.3,25.3
2026-02-03T13:41:16.763096,57.85,46.3,28.3,25.4
2026-02-03T13:41:18.967619,57.85,36.1,28.4,26.0
2026-02-03T13:41:21.171883,57.85,42.0,28.3,25.9
2026-02-03T13:41:23.373998,58.4,31.4,28.3,25.5
2026-02-03T13:41:25.576585,57.85,43.8,28.3,25.6
2026-02-03T13:41:27.781244,56.75,34.5,28.3,25.8
2026-02-03T13:41:29.986411,57.3,29.0,28.3,26.5
2026-02-03T13:41:32.191847,56.75,40.9,28.3,25.8
2026-02-03T13:41:34.398016,56.75,34.2,28.3,25.7
2026-02-03T13:41:36.603193,57.85,44.6,28.3,25.6
2026-02-03T13:41:38.811104,57.85,36.0,28.3,26.1
2026-02-03T13:41:41.014665,56.75,35.3,28.4,25.9
